[2026-02-17T08:01:26.896+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-02-17T08:01:27.016+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2026-02-17T07:45:00+00:00 [queued]>
[2026-02-17T08:01:27.037+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2026-02-17T07:45:00+00:00 [queued]>
[2026-02-17T08:01:27.039+0000] {taskinstance.py:2306} INFO - Starting attempt 2 of 2
[2026-02-17T08:01:27.081+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): download_minio> on 2026-02-17 07:45:00+00:00
[2026-02-17T08:01:27.122+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'download_minio', 'scheduled__2026-02-17T07:45:00+00:00', '--job-id', '1504', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmplpu803ul']
[2026-02-17T08:01:27.133+0000] {standard_task_runner.py:91} INFO - Job 1504: Subtask download_minio
[2026-02-17T08:01:27.146+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=251) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-02-17T08:01:27.150+0000] {standard_task_runner.py:64} INFO - Started process 256 to run task
[2026-02-17T08:01:27.701+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.download_minio scheduled__2026-02-17T07:45:00+00:00 [running]> on host 2a72b80a66a9
[2026-02-17T08:01:28.034+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='download_minio' AIRFLOW_CTX_EXECUTION_DATE='2026-02-17T07:45:00+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-02-17T07:45:00+00:00'
[2026-02-17T08:01:28.036+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-02-17T08:01:28.901+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771315083.json
[2026-02-17T08:01:28.918+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771315095.json
[2026-02-17T08:01:28.935+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771315106.json
[2026-02-17T08:01:28.948+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771315117.json
[2026-02-17T08:01:28.966+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771315128.json
[2026-02-17T08:01:28.981+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771315140.json
[2026-02-17T08:01:28.997+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771315152.json
[2026-02-17T08:01:29.027+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771315163.json
[2026-02-17T08:01:29.046+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771315174.json
[2026-02-17T08:01:29.061+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771315186.json
[2026-02-17T08:01:29.078+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771315197.json
[2026-02-17T08:01:29.098+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771315209.json
[2026-02-17T08:01:29.117+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771315221.json
[2026-02-17T08:01:29.133+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771315232.json
[2026-02-17T08:01:29.148+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771315243.json
[2026-02-17T08:01:29.166+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771315255.json
[2026-02-17T08:01:29.183+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771315267.json
[2026-02-17T08:01:29.200+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771315279.json
[2026-02-17T08:01:29.219+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1771315088.json
[2026-02-17T08:01:29.232+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1771315099.json
[2026-02-17T08:01:29.248+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1771315110.json
[2026-02-17T08:01:29.267+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1771315121.json
[2026-02-17T08:01:29.285+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1771315133.json
[2026-02-17T08:01:29.299+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1771315145.json
[2026-02-17T08:01:29.313+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1771315156.json
[2026-02-17T08:01:29.326+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1771315167.json
[2026-02-17T08:01:29.341+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1771315178.json
[2026-02-17T08:01:29.355+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1771315190.json
[2026-02-17T08:01:29.368+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1771315202.json
[2026-02-17T08:01:29.381+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1771315213.json
[2026-02-17T08:01:29.392+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1771315225.json
[2026-02-17T08:01:29.404+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1771315236.json
[2026-02-17T08:01:29.418+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1771315247.json
[2026-02-17T08:01:29.432+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1771315259.json
[2026-02-17T08:01:29.446+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1771315271.json
[2026-02-17T08:01:29.458+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1771315283.json
