[2026-02-17T05:57:07.751+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-02-17T05:57:07.860+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-02-16T06:30:00+00:00 [queued]>
[2026-02-17T05:57:07.888+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-02-16T06:30:00+00:00 [queued]>
[2026-02-17T05:57:07.897+0000] {taskinstance.py:2306} INFO - Starting attempt 2 of 2
[2026-02-17T05:57:07.950+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_snowflake> on 2026-02-16 06:30:00+00:00
[2026-02-17T05:57:08.012+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=174) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-02-17T05:57:07.997+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'load_snowflake', 'scheduled__2026-02-16T06:30:00+00:00', '--job-id', '1459', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmppw6a4gka']
[2026-02-17T05:57:08.015+0000] {standard_task_runner.py:64} INFO - Started process 193 to run task
[2026-02-17T05:57:08.017+0000] {standard_task_runner.py:91} INFO - Job 1459: Subtask load_snowflake
[2026-02-17T05:57:08.321+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-02-16T06:30:00+00:00 [running]> on host 353dfeb821e2
[2026-02-17T05:57:08.816+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='load_snowflake' AIRFLOW_CTX_EXECUTION_DATE='2026-02-16T06:30:00+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-02-16T06:30:00+00:00'
[2026-02-17T05:57:08.847+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-02-17T05:57:09.017+0000] {connection.py:408} INFO - Snowflake Connector for Python Version: 3.11.0, Python Version: 3.12.4, Platform: Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.36
[2026-02-17T05:57:09.020+0000] {connection.py:1258} INFO - This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2026-02-17T05:57:10.556+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221446.json to Snowflake stage...
[2026-02-17T05:57:17.168+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221459.json to Snowflake stage...
[2026-02-17T05:57:17.800+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221471.json to Snowflake stage...
[2026-02-17T05:57:18.344+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221483.json to Snowflake stage...
[2026-02-17T05:57:18.900+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221496.json to Snowflake stage...
[2026-02-17T05:57:19.439+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221508.json to Snowflake stage...
[2026-02-17T05:57:20.045+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221522.json to Snowflake stage...
[2026-02-17T05:57:20.592+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221533.json to Snowflake stage...
[2026-02-17T05:57:21.161+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221545.json to Snowflake stage...
[2026-02-17T05:57:21.795+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221557.json to Snowflake stage...
[2026-02-17T05:57:22.528+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221568.json to Snowflake stage...
[2026-02-17T05:57:23.143+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221580.json to Snowflake stage...
[2026-02-17T05:57:23.808+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221592.json to Snowflake stage...
[2026-02-17T05:57:24.491+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221603.json to Snowflake stage...
[2026-02-17T05:57:25.116+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221615.json to Snowflake stage...
[2026-02-17T05:57:25.802+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221627.json to Snowflake stage...
[2026-02-17T05:57:26.439+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221639.json to Snowflake stage...
[2026-02-17T05:57:27.080+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221650.json to Snowflake stage...
[2026-02-17T05:57:27.696+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221661.json to Snowflake stage...
[2026-02-17T05:57:28.327+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221673.json to Snowflake stage...
[2026-02-17T05:57:28.890+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221686.json to Snowflake stage...
[2026-02-17T05:57:29.476+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221698.json to Snowflake stage...
[2026-02-17T05:57:30.026+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221709.json to Snowflake stage...
[2026-02-17T05:57:30.676+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221720.json to Snowflake stage...
[2026-02-17T05:57:31.253+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221733.json to Snowflake stage...
[2026-02-17T05:57:31.866+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221744.json to Snowflake stage...
[2026-02-17T05:57:32.504+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221757.json to Snowflake stage...
[2026-02-17T05:57:33.079+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221768.json to Snowflake stage...
[2026-02-17T05:57:33.610+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221779.json to Snowflake stage...
[2026-02-17T05:57:34.138+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221792.json to Snowflake stage...
[2026-02-17T05:57:34.702+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221807.json to Snowflake stage...
[2026-02-17T05:57:35.404+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221820.json to Snowflake stage...
[2026-02-17T05:57:36.092+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221831.json to Snowflake stage...
[2026-02-17T05:57:36.867+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221843.json to Snowflake stage...
[2026-02-17T05:57:37.928+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221858.json to Snowflake stage...
[2026-02-17T05:57:38.503+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221871.json to Snowflake stage...
[2026-02-17T05:57:39.160+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221883.json to Snowflake stage...
[2026-02-17T05:57:39.734+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221895.json to Snowflake stage...
[2026-02-17T05:57:40.496+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221906.json to Snowflake stage...
[2026-02-17T05:57:41.067+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221918.json to Snowflake stage...
[2026-02-17T05:57:41.583+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221930.json to Snowflake stage...
[2026-02-17T05:57:42.131+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221941.json to Snowflake stage...
[2026-02-17T05:57:42.848+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221953.json to Snowflake stage...
[2026-02-17T05:57:43.407+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221965.json to Snowflake stage...
[2026-02-17T05:57:43.872+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/1771221976.json to Snowflake stage...
