[2026-02-17T06:11:49.234+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-02-17T06:11:49.399+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-02-17T06:05:00+00:00 [queued]>
[2026-02-17T06:11:49.419+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-02-17T06:05:00+00:00 [queued]>
[2026-02-17T06:11:49.421+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-02-17T06:11:49.463+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_snowflake> on 2026-02-17 06:05:00+00:00
[2026-02-17T06:11:49.511+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'load_snowflake', 'scheduled__2026-02-17T06:05:00+00:00', '--job-id', '1472', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmpnv0uoebb']
[2026-02-17T06:11:49.531+0000] {standard_task_runner.py:91} INFO - Job 1472: Subtask load_snowflake
[2026-02-17T06:11:49.536+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=34716) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-02-17T06:11:49.538+0000] {standard_task_runner.py:64} INFO - Started process 34771 to run task
[2026-02-17T06:11:49.731+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.load_snowflake scheduled__2026-02-17T06:05:00+00:00 [running]> on host 353dfeb821e2
[2026-02-17T06:11:50.087+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='load_snowflake' AIRFLOW_CTX_EXECUTION_DATE='2026-02-17T06:05:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-02-17T06:05:00+00:00'
[2026-02-17T06:11:50.093+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-02-17T06:11:50.189+0000] {connection.py:408} INFO - Snowflake Connector for Python Version: 3.11.0, Python Version: 3.12.4, Platform: Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.36
[2026-02-17T06:11:50.191+0000] {connection.py:1258} INFO - This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2026-02-17T06:11:51.605+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221446.json to Snowflake stage...
[2026-02-17T06:11:52.658+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221459.json to Snowflake stage...
[2026-02-17T06:11:53.208+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221471.json to Snowflake stage...
[2026-02-17T06:11:53.735+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221483.json to Snowflake stage...
[2026-02-17T06:11:54.317+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221496.json to Snowflake stage...
[2026-02-17T06:11:54.921+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221508.json to Snowflake stage...
[2026-02-17T06:11:55.508+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221522.json to Snowflake stage...
[2026-02-17T06:11:56.032+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221533.json to Snowflake stage...
[2026-02-17T06:11:56.587+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221545.json to Snowflake stage...
[2026-02-17T06:11:57.155+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221557.json to Snowflake stage...
[2026-02-17T06:11:57.772+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221568.json to Snowflake stage...
[2026-02-17T06:11:58.434+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221580.json to Snowflake stage...
[2026-02-17T06:11:59.338+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221592.json to Snowflake stage...
[2026-02-17T06:12:00.031+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221603.json to Snowflake stage...
[2026-02-17T06:12:00.543+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221615.json to Snowflake stage...
[2026-02-17T06:12:01.099+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221627.json to Snowflake stage...
[2026-02-17T06:12:01.767+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221639.json to Snowflake stage...
[2026-02-17T06:12:02.398+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221650.json to Snowflake stage...
[2026-02-17T06:12:03.021+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221661.json to Snowflake stage...
[2026-02-17T06:12:03.580+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221673.json to Snowflake stage...
[2026-02-17T06:12:04.177+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221686.json to Snowflake stage...
[2026-02-17T06:12:04.778+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221698.json to Snowflake stage...
[2026-02-17T06:12:05.313+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221709.json to Snowflake stage...
[2026-02-17T06:12:05.818+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221720.json to Snowflake stage...
[2026-02-17T06:12:06.311+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221733.json to Snowflake stage...
[2026-02-17T06:12:06.838+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221744.json to Snowflake stage...
[2026-02-17T06:12:07.432+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221757.json to Snowflake stage...
[2026-02-17T06:12:08.555+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221768.json to Snowflake stage...
[2026-02-17T06:12:09.068+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221779.json to Snowflake stage...
[2026-02-17T06:12:09.572+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221792.json to Snowflake stage...
[2026-02-17T06:12:10.087+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221807.json to Snowflake stage...
[2026-02-17T06:12:10.745+0000] {logging_mixin.py:188} INFO - Uploading /opt/***/data/minio/AAPL/1771221820.json to Snowflake stage...
