[2026-02-04T08:08:05.303+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-02-04T08:08:05.343+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2026-02-04T08:07:00+00:00 [queued]>
[2026-02-04T08:08:05.356+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2026-02-04T08:07:00+00:00 [queued]>
[2026-02-04T08:08:05.361+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-02-04T08:08:05.384+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): download_minio> on 2026-02-04 08:07:00+00:00
[2026-02-04T08:08:05.397+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'download_minio', 'scheduled__2026-02-04T08:07:00+00:00', '--job-id', '729', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmp2spx983u']
[2026-02-04T08:08:05.400+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=43764) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-02-04T08:08:05.404+0000] {standard_task_runner.py:91} INFO - Job 729: Subtask download_minio
[2026-02-04T08:08:05.404+0000] {standard_task_runner.py:64} INFO - Started process 43801 to run task
[2026-02-04T08:08:05.618+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.download_minio scheduled__2026-02-04T08:07:00+00:00 [running]> on host 1a57f62d265e
[2026-02-04T08:08:05.774+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='download_minio' AIRFLOW_CTX_EXECUTION_DATE='2026-02-04T08:07:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-02-04T08:07:00+00:00'
[2026-02-04T08:08:05.776+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-02-04T08:08:06.020+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190211.json
[2026-02-04T08:08:06.031+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190221.json
[2026-02-04T08:08:06.040+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190233.json
[2026-02-04T08:08:06.050+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190244.json
[2026-02-04T08:08:06.060+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190256.json
[2026-02-04T08:08:06.070+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190268.json
[2026-02-04T08:08:06.080+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190278.json
[2026-02-04T08:08:06.091+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190289.json
[2026-02-04T08:08:06.100+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190300.json
[2026-02-04T08:08:06.109+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190310.json
[2026-02-04T08:08:06.120+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190323.json
[2026-02-04T08:08:06.130+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190333.json
[2026-02-04T08:08:06.140+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190344.json
[2026-02-04T08:08:06.152+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190356.json
[2026-02-04T08:08:06.164+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190368.json
[2026-02-04T08:08:06.175+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190378.json
[2026-02-04T08:08:06.186+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190388.json
[2026-02-04T08:08:06.199+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190399.json
[2026-02-04T08:08:06.212+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190410.json
[2026-02-04T08:08:06.229+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190421.json
[2026-02-04T08:08:06.242+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190432.json
[2026-02-04T08:08:06.255+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190442.json
[2026-02-04T08:08:06.271+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190453.json
[2026-02-04T08:08:06.294+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190463.json
[2026-02-04T08:08:06.310+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190474.json
[2026-02-04T08:08:06.321+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190485.json
[2026-02-04T08:08:06.331+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190495.json
[2026-02-04T08:08:06.340+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190506.json
[2026-02-04T08:08:06.349+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190516.json
[2026-02-04T08:08:06.358+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190527.json
[2026-02-04T08:08:06.367+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190537.json
[2026-02-04T08:08:06.375+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190548.json
[2026-02-04T08:08:06.385+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190559.json
[2026-02-04T08:08:06.394+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190569.json
[2026-02-04T08:08:06.403+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190580.json
[2026-02-04T08:08:06.412+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190590.json
[2026-02-04T08:08:06.421+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190600.json
[2026-02-04T08:08:06.431+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190611.json
[2026-02-04T08:08:06.440+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190621.json
[2026-02-04T08:08:06.449+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190632.json
[2026-02-04T08:08:06.458+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190642.json
[2026-02-04T08:08:06.467+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190652.json
[2026-02-04T08:08:06.477+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190663.json
[2026-02-04T08:08:06.488+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190673.json
[2026-02-04T08:08:06.498+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190683.json
[2026-02-04T08:08:06.511+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190694.json
[2026-02-04T08:08:06.527+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190704.json
[2026-02-04T08:08:06.542+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190715.json
[2026-02-04T08:08:06.554+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190725.json
[2026-02-04T08:08:06.572+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190736.json
[2026-02-04T08:08:06.585+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190746.json
[2026-02-04T08:08:06.601+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190757.json
[2026-02-04T08:08:06.617+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190767.json
[2026-02-04T08:08:06.635+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190778.json
[2026-02-04T08:08:06.651+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190788.json
[2026-02-04T08:08:06.672+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190799.json
[2026-02-04T08:08:06.690+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190810.json
[2026-02-04T08:08:06.703+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190820.json
[2026-02-04T08:08:06.719+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190831.json
[2026-02-04T08:08:06.744+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190842.json
[2026-02-04T08:08:06.756+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190852.json
[2026-02-04T08:08:06.771+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190863.json
[2026-02-04T08:08:06.782+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190873.json
[2026-02-04T08:08:06.799+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190884.json
[2026-02-04T08:08:06.828+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190895.json
[2026-02-04T08:08:06.856+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190908.json
[2026-02-04T08:08:06.879+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1770190919.json
